ID;Europarl_ID;SET;SRC;REF-G;REF-N;GENDER;COMMON;REF-G_ann;G-WORDS
1078;ep-en-de-2499;Set-N;In committee, I have had occasion to make a stand against the fact that there may also be experts outside NGOs that have something to say.;Im Ausschuss hatte ich die Gelegenheit, mich dagegen zu wehren, dass auch Experten zu Wort kommen können, die keiner NRO angehören.;Im Ausschuss hatte ich die Gelegenheit, mich dagegen zu wehren, dass auch Fachleute zu Wort kommen können, die keiner NRO angehören.;;no;Im Ausschuss hatte ich die Gelegenheit , mich dagegen zu wehren , dass auch <G>Experten</G> zu Wort kommen können , die keiner NRO angehören .;Experten
1079;ep-en-de-253;Set-N;Young entrepreneurs in particular often have no idea how to obtain equity capital.;Gerade Jungunternehmer sind oft nicht darüber informiert, wie sie Beteiligungskapital erlangen können.;Gerade junge Geschäftsleute sind oft nicht darüber informiert, wie sie Beteiligungskapital erlangen können.;;yes;Gerade <G>Jungunternehmer</G> sind oft nicht darüber informiert , wie sie Beteiligungskapital erlangen können .;Jungunternehmer
1080;ep-en-de-2584;Set-N;I am thinking particularly here of the discrimination affecting third-country nationals, but also the second-generation children from immigrant families.;In diesem Zusammenhang spreche ich vor allem von Diskriminierungen, die Bürger aus Drittstaaten betreffen, aber auch Kinder von Immigranten.;In diesem Zusammenhang spreche ich vor allem von Diskriminierungen, die Staatsangehörige von Drittstaaten betreffen, aber auch Kinder von Einwandernden.;;no;In diesem Zusammenhang spreche ich vor allem von Diskriminierungen , die <G>Bürger</G> aus Drittstaaten betreffen , aber auch Kinder von <G>Immigranten</G> .;Bürger & Immigranten
1081;ep-en-de-2639;Set-N;Firstly, to all MEPs, remember that we achieved a strong directive combating race discrimination, for which I was proud to act as co-rapporteur, with action against incitement, for the right to go to court, to empower NGOs, to shift the burden of proof.;Erstens erinnere ich alle Mitglieder des Parlaments an die sehr effektive Richtlinie zur Bekämpfung der Rassendiskriminierung, an deren Erarbeitung ich als Mitberichterstatter die Ehre hatte beteiligt zu sein. Sie enthält Maßnahmen zur Bekämpfung der Aufstachelung, stellt sicher, dass die Betroffenen ihre Rechte gerichtlich einfordern können, dass die NRO gestärkt werden und die Beweislast umgekehrt wird.;Erstens erinnere ich alle Mitglieder des Parlaments an die sehr effektive Richtlinie zur Bekämpfung der Rassendiskriminierung, an deren Berichterstattung ich die Ehre hatte, mitzuwirken. Sie enthält Maßnahmen zur Bekämpfung der Aufstachelung, stellt sicher, dass die Betroffenen ihre Rechte gerichtlich einfordern können, dass die NRO gestärkt werden und die Beweislast umgekehrt wird.;;no;Erstens erinnere ich alle Mitglieder des Parlaments an die sehr effektive Richtlinie zur Bekämpfung der Rassendiskriminierung , an deren Erarbeitung ich als <G>Mitberichterstatter</G> die Ehre hatte beteiligt zu sein . Sie enthält Maßnahmen zur Bekämpfung der Aufstachelung , stellt sicher , dass die Betroffenen ihre Rechte gerichtlich einfordern können , dass die NRO gestärkt werden und die Beweislast umgekehrt wird .;Mitberichterstatter
1082;ep-en-de-2684;Set-N;It is extremely difficult, of course, both for me and for my fellow Members, to give a precise opinion on measures of such great significance in just two minutes.;Natürlich ist es für mich, wie auch für meine Kollegen, ausgesprochen schwierig, mich innerhalb von zwei Minuten zu derart entscheidenden Maßnahmen eingehend zu äußern.;Natürlich ist es für mich, wie auch für meine Mitstreitenden, ausgesprochen schwierig, mich innerhalb von zwei Minuten zu derart entscheidenden Maßnahmen eingehend zu äußern.;;no;Natürlich ist es für mich , wie auch für meine <G>Kollegen</G> , ausgesprochen schwierig , mich innerhalb von zwei Minuten zu derart entscheidenden Maßnahmen eingehend zu äußern .;Kollegen
1083;ep-en-de-2689;Set-N;As a confirmed secularist, I could not possibly endorse it.;Als überzeugter Anhänger des Laizismus kann ich mich daher diesem Gedanken nicht anschließen.;Als ein Mensch, der vom Laizismus überzeugt ist und ihm anhängt, kann ich mich daher diesem Gedanken nicht anschließen.;;no;Als <G>überzeugter</G> <G>Anhänger</G> des Laizismus kann ich mich daher diesem Gedanken nicht anschließen .;überzeugter & Anhänger
1084;ep-en-de-2692;Set-N;I congratulate the rapporteur on this and, in conclusion, I shall vote in favour of these reports, with the exception of the point I raised just now.;Ich möchte dem Berichterstatter dafür danken und abschließend bemerken, dass ich mit Ausnahme des von mir erwähnten Punktes für diese Berichte stimmen werde.;Ich möchte der Bericht erstattenden Person dafür danken und abschließend bemerken, dass ich mit Ausnahme des von mir erwähnten Punktes für diese Berichte stimmen werde.;;no;Ich möchte <G>dem</G> <G>Berichterstatter</G> dafür danken und abschließend bemerken , dass ich mit Ausnahme des von mir erwähnten Punktes für diese Berichte stimmen werde .;dem & Berichterstatter
1085;ep-en-de-2698;Set-N;I would now like to make a request to the Commissioner.;Nun habe ich noch eine Bitte an die Frau Kommissarin.;Nun habe ich noch eine Bitte an das Kommissionsmitglied.;;no;Nun habe ich noch eine Bitte an die <G>Frau</G> <G>Kommissarin</G> .;Frau & Kommissarin
1086;ep-en-de-2702;Set-N;Yet even today the generous idea of granting each citizen the greatest possible freedom, provided it is compatible with the same measure of freedom for others, still comes up against obstacles, some de facto, others de jure.;Der edle Gedanke, jedem Bürger die größtmögliche Freiheit zuzuerkennen, sofern sie in gleichem Maße mit der Freiheit der anderen vereinbar ist, trifft noch heute auf Hindernisse, teils faktischer, teils rechtlicher Art.;Der edle Gedanke, jedem Menschen die größtmögliche Freiheit zuzuerkennen, sofern sie in gleichem Maße mit der Freiheit der anderen vereinbar ist, trifft noch heute auf Hindernisse, teils faktischer, teils rechtlicher Art.;;no;Der edle Gedanke , jedem <G>Bürger</G> die größtmögliche Freiheit zuzuerkennen , sofern sie in gleichem Maße mit der Freiheit der anderen vereinbar ist , trifft noch heute auf Hindernisse , teils faktischer , teils rechtlicher Art .;Bürger
1087;ep-en-de-2807;Set-N;It is clear that many weapons find themselves in the wrong hands because of the activity of arms brokers.;Natürlich ist klar, dass viele Waffen über Waffenhändler in die falschen Hände gelangen.;Natürlich ist klar, dass viele Waffen über den Waffenhandel in die falschen Hände gelangen.;;no;Natürlich ist klar , dass viele Waffen über <G>Waffenhändler</G> in die falschen Hände gelangen .;Waffenhändler
1088;ep-en-de-2812;Set-N;I was stunned recently to discover that there are up to 300 arms brokers in the south-east of England alone.;Ich war fassungslos, als mir kürzlich klar wurde, dass es allein im Südosten Englands fast 300 Waffenhändler gibt.;Ich war fassungslos, als mir kürzlich klar wurde, dass es allein im Südosten Englands fast 300 Personen gibt, die im Waffenhandel aktiv sind.;;no;Ich war fassungslos , als mir kürzlich klar wurde , dass es allein im Südosten Englands fast 300 <G>Waffenhändler</G> gibt .;Waffenhändler
1089;ep-en-de-2820;Set-N;That said, since I am a dreamer whose feet are firmly on the ground, I will hold onto my dreams and work towards their realisation.;Da ich eine Träumerin bin, die mit beiden Füßen fest auf der Erde steht, gebe ich meine Träume nicht auf und versuche, alles dafür zu tun, um sie zu verwirklichen.;Da ich eine Person mit Vorstellungskraft bin, die mit beiden Füßen fest auf der Erde steht, gebe ich meine Träume nicht auf und versuche, alles dafür zu tun, um sie zu verwirklichen.;;no;Da ich <G>eine</G> <G>Träumerin</G> bin , die mit beiden Füßen fest auf der Erde steht , gebe ich meine Träume nicht auf und versuche , alles dafür zu tun , um sie zu verwirklichen .;eine & Träumerin
1090;ep-en-de-29;Set-N;I also believe that we must address our Israeli friends in the frankest possible terms and tell them that a democratic and legitimate government, such as theirs, cannot use gunfire and tanks to fight children and youths throwing stones.;Meines Erachtens sollten wir gegenüber unseren israelischen Freunden die Position vertreten, dass eine demokratische und rechtsstaatliche Regierung wie im Fall von Israel keine Geschütze und Panzerläufe auf Steine werfende Kinder und Jugendliche richten darf.;Meines Erachtens sollten wir gegenüber den mit uns befreundeten Israelis die Position vertreten, dass eine demokratische und rechtsstaatliche Regierung wie im Fall von Israel keine Geschütze und Panzerläufe auf Steine werfende Kinder und Jugendliche richten darf.;;no;Meines Erachtens sollten wir gegenüber unseren israelischen <G>Freunden</G> die Position vertreten , dass eine demokratische und rechtsstaatliche Regierung wie im Fall von Israel keine Geschütze und Panzerläufe auf Steine werfende Kinder und Jugendliche richten darf .;Freunden
1091;ep-en-de-2920;Set-N;Commissioner, in your communication on the European research area you also referred to the poor mobility of researchers and to the problems within Europe.;Herr Kommissar, Sie haben in Ihrer Mitteilung über den europäischen Forschungsraum auch auf die mangelhafte Mobilität der Forscher hingewiesen, auf die Probleme, die es innerhalb Europas gibt.;Geehrtes Kommissionsmitglied, Sie haben in Ihrer Mitteilung über den europäischen Forschungsraum auch auf die mangelhafte Mobilität der Forschungsgemeinde hingewiesen, auf die Probleme, die es innerhalb Europas gibt.;;yes;<G>Herr</G> <G>Kommissar</G> , Sie haben in Ihrer Mitteilung über den europäischen Forschungsraum auch auf die mangelhafte Mobilität der <G>Forscher</G> hingewiesen , auf die Probleme , die es innerhalb Europas gibt .;Herr & Kommissar & Forscher
1092;ep-en-de-2937;Set-N;This group consists of the representatives of Research Ministers, but also actual Ministers for Social Affairs and Home Affairs, to overcome obstacles to mobility, such as problems concerning pensions and freedom of movement on European territory.;Dieser Gruppe gehören Vertreter der Forschungsminister, aber auch der Sozial ­ und Innenminister an, die sich mit der Beseitigung der Mobilitätshindernisse sowie mit Rentenproblemen oder auch dem Problem der Freizügigkeit auf dem europäischem Hoheitsgebiet beschäftigen werden.;Dieser Gruppe gehören die stellvertretenden Personen der Forschungsministerien, aber auch der Sozial ­- und Innenministerien an, die sich mit der Beseitigung der Mobilitätshindernisse sowie mit Rentenproblemen oder auch dem Problem der Freizügigkeit auf dem europäischem Hoheitsgebiet beschäftigen werden.;;no;Dieser Gruppe gehören <G>Vertreter</G> der <G>Forschungsminister</G> , aber auch der Sozial ­ und <G>Innenminister</G> an , die sich mit der Beseitigung der Mobilitätshindernisse sowie mit Rentenproblemen oder auch dem Problem der Freizügigkeit auf dem europäischem Hoheitsgebiet beschäftigen werden .;Vertreter & Forschungsminister & Innenminister
1093;ep-en-de-2973;Set-N;I have to report not only to the Court of Auditors and to the tax-payers, but also, first and foremost, to the European Parliament, which is responsible for budgetary control and for adopting this budget, and I believe that it is my duty and role to say what is happening, at such times as I judge fit, and to do so in a transparent manner, with respect for the budgetary authority of which the European Parliament forms part.;Ich muss nicht nur gegenüber dem Rechnungshof, den Steuerzahlern Rechenschaft ablegen, sondern zunächst gegenüber dem Europäischen Parlament, das dieses Budget zu kontrollieren und zu verabschieden hat. Meines Erachtens ist es meine Aufgabe und meine Pflicht, aus Achtung gegenüber der Haushaltsbehörde, die das Europäische Parlament darstellt, zum gegebenen Zeitpunkt in aller Transparenz darzulegen, wie die Dinge stehen.;Ich muss nicht nur gegenüber dem Rechnungshof, den Steuerpflichtigen Rechenschaft ablegen, sondern zunächst gegenüber dem Europäischen Parlament, das dieses Budget zu kontrollieren und zu verabschieden hat. Meines Erachtens ist es meine Aufgabe und meine Pflicht, aus Achtung gegenüber der Haushaltsbehörde, die das Europäische Parlament darstellt, zum gegebenen Zeitpunkt in aller Transparenz darzulegen, wie die Dinge stehen.;;no;Ich muss nicht nur gegenüber dem Rechnungshof , den <G>Steuerzahlern</G> Rechenschaft ablegen , sondern zunächst gegenüber dem Europäischen Parlament , das dieses Budget zu kontrollieren und zu verabschieden hat . Meines Erachtens ist es meine Aufgabe und meine Pflicht , aus Achtung gegenüber der Haushaltsbehörde , die das Europäische Parlament darstellt , zum gegebenen Zeitpunkt in aller Transparenz darzulegen , wie die Dinge stehen .;Steuerzahlern
1094;ep-en-de-302;Set-N;Clearly, the opening up to risk capital will require scrupulous behaviour on the part of managers so as to minimise any possible risks.;Natürlich erfordert die Öffnung zum Risikokapital ein korrektes Verhalten der Manager, um die etwaigen Risiken zu minimieren.;Natürlich erfordert die Öffnung zum Risikokapital ein korrektes Verhalten des Managements, um die etwaigen Risiken zu minimieren.;;no;Natürlich erfordert die Öffnung zum Risikokapital ein korrektes Verhalten der <G>Manager</G> , um die etwaigen Risiken zu minimieren .;Manager
1095;ep-en-de-3059;Set-N;I am sure my parliamentary colleagues know that the Structural Funds, and this is something new, earmark very substantial funds for cultural activities, for both I and Commissioner Barnier considered it important to ensure that the Structural Funds do not invest only in roads and airports but also in people.;Die Kollegen im Parlament wissen sicherlich, dass die Strukturfonds und das ist neu sehr viele Mittel für kulturelle Aktivitäten ausweisen, weil ich zusammen mit Michel Barnier Wert darauf gelegt habe, dass die Strukturfonds nicht nur in Straßen und in Flughäfen investieren, sondern auch in die Menschen.;Die Abgeordneten im Parlament wissen sicherlich, dass die Strukturfonds und das ist neu sehr viele Mittel für kulturelle Aktivitäten ausweisen, weil ich zusammen mit Michel Barnier Wert darauf gelegt habe, dass die Strukturfonds nicht nur in Straßen und in Flughäfen investieren, sondern auch in die Menschen.;;no;Die <G>Kollegen</G> im Parlament wissen sicherlich , dass die Strukturfonds und das ist neu sehr viele Mittel für kulturelle Aktivitäten ausweisen , weil ich zusammen mit Michel Barnier Wert darauf gelegt habe , dass die Strukturfonds nicht nur in Straßen und in Flughäfen investieren , sondern auch in die Menschen .;Kollegen
1096;ep-en-de-3074;Set-N;As I said, I have asked my officials to find a solution which would enable us to use the current budget grant, that is to say the money we budgeted for the year 2000.;Ich habe, wie gesagt, meine Beamten gebeten, eine Lösung zu finden, die es ermöglichen würde, die gegenwärtigen Haushaltsmittel zu verwenden, d. h. die Gelder, die wir für das Jahr 2000 geplant haben.;Ich habe, wie gesagt, meine Staatsangestellten gebeten, eine Lösung zu finden, die es ermöglichen würde, die gegenwärtigen Haushaltsmittel zu verwenden, d. h. die Gelder, die wir für das Jahr 2000 geplant haben.;;no;Ich habe , wie gesagt , meine <G>Beamten</G> gebeten , eine Lösung zu finden , die es ermöglichen würde , die gegenwärtigen Haushaltsmittel zu verwenden , d. h. die Gelder , die wir für das Jahr 2000 geplant haben .;Beamten
1097;ep-en-de-3121;Set-N;I am happy to be able to give the honourable Member the assurance that these rules will not apply in circumstances of private use.;Ich darf dem Herrn Abgeordneten versichern, dass diese Vorschriften für den privaten Bereich nicht gelten.;Ich darf dem Parlamentsmitglied versichern, dass diese Vorschriften für den privaten Bereich nicht gelten.;;no;Ich darf <G>dem</G> <G>Herrn</G> Abgeordneten versichern , dass diese Vorschriften für den privaten Bereich nicht gelten .;dem & Herrn
1098;ep-en-de-3163;Set-N;I am pleased to report the Standing Veterinary Committee responsible for seeds held a number of meetings in June, July and September on this particular issue with a view to reaching an interim agreement between Member States as to how to deal with this kind of situation, pending the enactment of the legislation that I referred to.;Ich freue mich berichten zu dürfen, dass der für Saatgut zuständige Ständige Veterinärausschuss im Juni, Juli und September eine Reihe von Sitzungen zu diesem speziellen Thema mit dem Ziel abgehalten hat, eine Übergangsübereinkunft zwischen den Mitgliedstaaten in der Frage zu finden, wie wir mit dieser Situation umgehen sollen, solange die Vorschriften, die ich erwähnte, noch nicht in Kraft sind.;Ich freue mich berichten zu dürfen, dass der für Saatgut zuständige Ständige Ausschuss für Veterinärmedizin im Juni, Juli und September eine Reihe von Sitzungen zu diesem speziellen Thema mit dem Ziel abgehalten hat, eine Übergangsübereinkunft zwischen den Mitgliedstaaten in der Frage zu finden, wie wir mit dieser Situation umgehen sollen, solange die Vorschriften, die ich erwähnte, noch nicht in Kraft sind.;;no;Ich freue mich berichten zu dürfen , dass der für Saatgut zuständige Ständige <G>Veterinärausschuss</G> im Juni , Juli und September eine Reihe von Sitzungen zu diesem speziellen Thema mit dem Ziel abgehalten hat , eine Übergangsübereinkunft zwischen den Mitgliedstaaten in der Frage zu finden , wie wir mit dieser Situation umgehen sollen , solange die Vorschriften , die ich erwähnte , noch nicht in Kraft sind .;Veterinärausschuss
1099;ep-en-de-3174;Set-N;As far as advice to be given to parents and teachers, whose children and pupils use computers, is concerned, manufacturers are obliged, under the present legislation to provide an instruction for safe use of the equipment if deemed necessary.;Was Hinweise an Eltern und Lehrer betrifft, deren Kinder und Schüler Computer nutzen, so sind die Hersteller aufgrund geltenden Rechts verpflichtet, Anleitungen zum sicheren Gebrauch der Geräte zu geben, wenn es geboten ist.;Was Hinweise an Eltern und Lehrkräfte betrifft, deren Kinder und Schulkinder Computer nutzen, so sind die herstellenden Unternehmen aufgrund geltenden Rechts verpflichtet, Anleitungen zum sicheren Gebrauch der Geräte zu geben, wenn es geboten ist.;;no;Was Hinweise an Eltern und <G>Lehrer</G> betrifft , deren Kinder und <G>Schüler</G> Computer nutzen , so sind die <G>Hersteller</G> aufgrund geltenden Rechts verpflichtet , Anleitungen zum sicheren Gebrauch der Geräte zu geben , wenn es geboten ist .;Lehrer & Schüler & Hersteller
1100;ep-en-de-3207;Set-N;I join with the honourable Member in expressing my admiration of the NLD.;Ich schließe mich dem Herrn Abgeordneten an und möchte meiner Bewunderung für die Nationalen Liga für Demokratie (NLD) Ausdruck verleihen.;Ich schließe mich dem Plenumsmitglied an und möchte meiner Bewunderung für die Nationalen Liga für Demokratie (NLD) Ausdruck verleihen.;;no;Ich schließe mich <G>dem</G> <G>Herrn</G> Abgeordneten an und möchte meiner Bewunderung für die Nationalen Liga für Demokratie ( NLD ) Ausdruck verleihen .;dem & Herrn
1101;ep-en-de-321;Set-N;In any event, if any Commissioner wishes to make any comment at this point, he has the floor.;Sollte jedoch ein Kommissar jetzt eine Bemerkung dazu machen wollen, so hat er das Wort.;Sollte jedoch ein Kommissionsmitglied jetzt eine Bemerkung dazu machen wollen, so hat es das Wort.;;no;Sollte jedoch <G>ein</G> <G>Kommissar</G> jetzt eine Bemerkung dazu machen wollen , so hat <G>er</G> das Wort .;ein & Kommissar & er
1102;ep-en-de-3249;Set-N;I happened to be there together with 200 other election observers from 52 countries.;Zusammen mit 200 anderen Personen aus 52 Ländern war ich als Beobachter bei diesen Wahlen vor Ort.;Zusammen mit 200 anderen Personen aus 52 Ländern war ich zur Beobachtung bei diesen Wahlen vor Ort.;;no;Zusammen mit 200 anderen Personen aus 52 Ländern war ich als <G>Beobachter</G> bei diesen Wahlen vor Ort .;Beobachter
1103;ep-en-de-3264;Set-N;We see dealers buying Cold War weapons in Eastern Europe, flying them into African war zones and creating terrible suffering.;Wir sehen zu, wie Händler Waffen, die während des Kalten Krieges in Osteuropa angehäuft wurden, aufkaufen, sie in Kriegsgebiete in Afrika fliegen und damit entsetzliches Leid verursachen.;Wir sehen zu, wie mit Waffen Handelnde, die während des Kalten Krieges in Osteuropa angehäuft wurden, aufkaufen, sie in Kriegsgebiete in Afrika fliegen und damit entsetzliches Leid verursachen.;;no;Wir sehen zu , wie <G>Händler</G> Waffen , die während des Kalten Krieges in Osteuropa angehäuft wurden , aufkaufen , sie in Kriegsgebiete in Afrika fliegen und damit entsetzliches Leid verursachen .;Händler
1104;ep-en-de-3332;Set-N;I was surprised to discover that in at least one of the smaller institutions no audits were carried out by the financial controller despite the clear requirement to do so in the Financial Regulation.;Mit Erstaunen musste ich feststellen, dass trotz der eindeutigen Festlegung in der Haushaltsordnung in mindestens einer der kleineren Einrichtungen keine Revisionen durch den Finanzkontrolleur vorgenommen wurden.;Mit Erstaunen musste ich feststellen, dass trotz der eindeutigen Festlegung in der Haushaltsordnung in mindestens einer der kleineren Einrichtungen keine Revisionen durch die Person, die die Finanzen kontrolliert, vorgenommen wurden.;;no;Mit Erstaunen musste ich feststellen , dass trotz der eindeutigen Festlegung in der Haushaltsordnung in mindestens einer der kleineren Einrichtungen keine Revisionen durch den <G>Finanzkontrolleur</G> vorgenommen wurden .;Finanzkontrolleur
1105;ep-en-de-3432;Set-N;Of course I also think that we are not in a position, either as politicians or as technicians, to tackle this problem on our own.;Ich meine natürlich auch, dass wir weder als Politiker noch als Techniker überhaupt in der Lage sind, das Problem allein anzugehen.;Ich meine natürlich auch, dass wir weder als Politikbetreibende noch als diejenigen, die nach technischen Lösungen suchen, überhaupt in der Lage sind, das Problem allein anzugehen.;;no;Ich meine natürlich auch , dass wir weder als <G>Politiker</G> noch als <G>Techniker</G> überhaupt in der Lage sind , das Problem allein anzugehen .;Politiker & Techniker
1106;ep-en-de-349;Set-N;The leaders will also deal with the fight against cross-border crime, especially in the light of the recent Dover tragedy.;Die Staats - und Regierungschefs werden sich auch mit der Bekämpfung der grenzüberschreitenden Kriminalität befassen, insbesondere in Anbetracht der jüngsten Tragödie von Dover.;Die Staats - und Regierungsspitzen werden sich auch mit der Bekämpfung der grenzüberschreitenden Kriminalität befassen, insbesondere in Anbetracht der jüngsten Tragödie von Dover.;;no;Die <G>Staats</G> - und <G>Regierungschefs</G> werden sich auch mit der Bekämpfung der grenzüberschreitenden Kriminalität befassen , insbesondere in Anbetracht der jüngsten Tragödie von Dover .;Staats & Regierungschefs
1107;ep-en-de-3495;Set-N;That being said, these devices must not, and cannot, exonerate broadcasters and educators from fulfilling their responsibilities.;Doch diese Geräte dürfen und können nicht die Fernsehveranstalter und die Aufsichtspersonen von ihrer Verantwortung entbinden.;Doch diese Geräte dürfen und können nicht die Fernsehveranstaltenden und die Aufsichtspersonen von ihrer Verantwortung entbinden.;;no;Doch diese Geräte dürfen und können nicht die <G>Fernsehveranstalter</G> und die Aufsichtspersonen von ihrer Verantwortung entbinden .;Fernsehveranstalter
1108;ep-en-de-3506;Set-N;I was a teacher for 16 years and now, as an MEP, I have spent a lot of time in schools, colleges, and at conferences arguing for just this sort of action.;Ich war 16 Jahre als Lehrer tätig und habe nunmehr als Abgeordneter des Europäischen Parlaments viel Zeit an Schulen, Hochschulen und auf Konferenzen verbracht und für dieses Vorhaben geworben.;Ich war 16 Jahre als Lehrkraft tätig und habe nunmehr als Parlamentsmitglied des Europäischen Parlaments viel Zeit an Schulen, Hochschulen und auf Konferenzen verbracht und für dieses Vorhaben geworben.;;no;Ich war 16 Jahre als <G>Lehrer</G> tätig und habe nunmehr als Abgeordneter des Europäischen Parlaments viel Zeit an Schulen , Hochschulen und auf Konferenzen verbracht und für dieses Vorhaben geworben .;Lehrer
1109;ep-en-de-3528;Set-N;In my capacity as draftsperson of the Committee on Petitions, I should like to congratulate the rapporteur for the excellent report on the mobility of students, researchers and persons undergoing training.;Als Berichterstatterin des Petitionsausschusses möchte ich Herrn Evans zu seinem hervorragenden Bericht über die Mobilität von Studierenden, in der Ausbildung stehenden Personen und Forschern beglückwünschen, und ihm dafür danken, dass er die Anliegen unseres Ausschusses berücksichtigt hat.;Im Rahmen meiner Verantwortung für die Berichterstattung des Petitionsausschusses möchte ich Evans zu einem hervorragenden Bericht über die Mobilität von Studierenden, in der Ausbildung stehenden Personen und Forschenden beglückwünschen und meinen Dank für die Berücksichtigung der Anliegen unseres Ausschusses zum Ausdruck bringen.;;no;Als <G>Berichterstatterin</G> des Petitionsausschusses möchte ich <G>Herrn</G> Evans zu <G>seinem</G> hervorragenden Bericht über die Mobilität von Studierenden , in der Ausbildung stehenden Personen und <G>Forschern</G> beglückwünschen , und <G>ihm</G> dafür danken , dass <G>er</G> die Anliegen unseres Ausschusses berücksichtigt hat .;Berichterstatterin & Herrn & seinem & Forschern & ihm & er
1110;ep-en-de-3530;Set-N;The Commission needs to draw up a list of the problems encountered by European citizens, particularly with regard to the issues of freedom of residence and freedom of establishment and, most especially, with regard to their right to work, study and obtain recognition of their qualifications in other Member States.;Es wäre wünschenswert, wenn die Kommission eine Liste der Probleme erstellen würde, mit denen europäische Bürger konfrontiert werden, vor allem was die Freizügigkeit und die Niederlassungsfreiheit und ganz besonders ihr Recht betrifft, in anderen Mitgliedstaaten zu arbeiten, zu studieren oder ihre Qualifikationen anerkennen zu lassen.;Es wäre wünschenswert, wenn die Kommission eine Liste der Probleme erstellen würde, mit denen europäische Staatsangehörige konfrontiert werden, vor allem was die Freizügigkeit und die Niederlassungsfreiheit und ganz besonders ihr Recht betrifft, in anderen Mitgliedstaaten zu arbeiten, zu studieren oder ihre Qualifikationen anerkennen zu lassen.;;no;Es wäre wünschenswert , wenn die Kommission eine Liste der Probleme erstellen würde , mit denen europäische <G>Bürger</G> konfrontiert werden , vor allem was die Freizügigkeit und die Niederlassungsfreiheit und ganz besonders ihr Recht betrifft , in anderen Mitgliedstaaten zu arbeiten , zu studieren oder ihre Qualifikationen anerkennen zu lassen .;Bürger
1111;ep-en-de-3537;Set-N;This is why thresholds need to be lowered on behalf of students, volunteers, university teachers and researchers, yes, I include researchers in this as well.;Deshalb müssen Hindernisse für Studierende Freiwillige, Lehrkräfte und Forscher abgebaut werden. Ja, auch für Forscher.;Deshalb müssen Hindernisse für Studierende Freiwillige, Lehrkräfte und Forschende abgebaut werden. Ja, auch für Forschende.;;no;Deshalb müssen Hindernisse für Studierende Freiwillige , Lehrkräfte und <G>Forscher</G> abgebaut werden . Ja , auch für <G>Forscher</G> .;Forscher & Forscher
1112;ep-en-de-356;Set-N;Furthermore, the leaders will discuss the implications of the new economy, globalisation, the lessons learnt from the crisis, the creation of a trans-European-Asian superhighway to improve contacts between research institutes, and discuss the influence of the new technologies on economic life, including the measures to deal with the ever-greater knowledge gap.;Darüber hinaus werden die Staats - und Regierungschefs über den Einfluss der neuen Wirtschaft, die Globalisierung, die aus der Krise gewonnenen Erfahrungen, die Errichtung einer transeuropäisch - asiatischen Superdatenautobahn zur Förderung der Kontakte zwischen Forschungsinstituten und den Einfluss der neuen Technologien auf das Wirtschaftsleben, einschließlich der Maßnahmen zur Bewältigung der immer stärkeren Digitalisierung, diskutieren.;Darüber hinaus werden die Staats - und Regierungsoberhäupter über den Einfluss der neuen Wirtschaft, die Globalisierung, die aus der Krise gewonnenen Erfahrungen, die Errichtung einer transeuropäisch - asiatischen Superdatenautobahn zur Förderung der Kontakte zwischen Forschungsinstituten und den Einfluss der neuen Technologien auf das Wirtschaftsleben, einschließlich der Maßnahmen zur Bewältigung der immer stärkeren Digitalisierung, diskutieren.;;no;Darüber hinaus werden die <G>Staats</G> - und <G>Regierungschefs</G> über den Einfluss der neuen Wirtschaft , die Globalisierung , die aus der Krise gewonnenen Erfahrungen , die Errichtung einer transeuropäisch - asiatischen Superdatenautobahn zur Förderung der Kontakte zwischen Forschungsinstituten und den Einfluss der neuen Technologien auf das Wirtschaftsleben , einschließlich der Maßnahmen zur Bewältigung der immer stärkeren Digitalisierung , diskutieren .;Staats & Regierungschefs
1113;ep-en-de-3560;Set-N;This is a very sensitive subject because, as my colleagues have already pointed out to the Commission and Council, a lot of hindrances are put in the way of students, lecturers, people undergoing training and volunteers with regard to mobility within the Community.;Dies ist ein sehr sensibles Thema, da, wie meine Kollegen gegenüber Kommission und Rat bereits dargelegt haben, die Studenten, Dozenten, Auszubildenden und Freiwilligen in Bezug auf die Mobilität innerhalb der Gemeinschaft eine Menge Hindernisse in den Weg gelegt bekommen.;Dies ist ein sehr sensibles Thema, da, wie meine Mitstreitenden gegenüber Kommission und Rat bereits dargelegt haben, die Studierenden, Dozierenden, Auszubildenden und Freiwilligen in Bezug auf die Mobilität innerhalb der Gemeinschaft eine Menge Hindernisse in den Weg gelegt bekommen.;;no;Dies ist ein sehr sensibles Thema , da , wie meine <G>Kollegen</G> gegenüber Kommission und Rat bereits dargelegt haben , die <G>Studenten</G> , <G>Dozenten</G> , Auszubildenden und Freiwilligen in Bezug auf die Mobilität innerhalb der Gemeinschaft eine Menge Hindernisse in den Weg gelegt bekommen .;Kollegen & Studenten & Dozenten
