english,german,label
The practitioners are responsible.,die Praktiker:innen sind verantwortlich.,0
The slave holder is diligent.,Der Sklavenhalter ist fleißig.,1
The slave holder is diligent.,Die Sklavenhalterin ist fleißig.,1
The slave holder is diligent.,die Sklaverei ausführende Person ist fleißig.,0
The slave holder is diligent.,der*die Sklavenhälter*in ist fleißig.,0
The slave holder is diligent.,der:die Sklavenhälter:in ist fleißig.,0
The slave holder is intelligent.,Der Sklavenhalter ist intelligent.,1
The slave holder is intelligent.,Die Sklavenhalterin ist intelligent.,1
The slave holder is intelligent.,die Sklaverei ausführende Person ist intelligent.,0
The slave holder is intelligent.,der*die Sklavenhälter*in ist intelligent.,0
The slave holder is intelligent.,der:die Sklavenhälter:in ist intelligent.,0
The slave holder is responsible.,Der Sklavenhalter ist verantwortlich.,1
The slave holder is responsible.,Die Sklavenhalterin ist verantwortlich.,1
The slave holder is responsible.,die Sklaverei ausführende Person ist verantwortlich.,0
The slave holder is responsible.,der*die Sklavenhälter*in ist verantwortlich.,0
The slave holder is responsible.,der:die Sklavenhälter:in ist verantwortlich.,0
The slave holders are diligent.,Die Sklavenhalter sind fleißig.,1
The slave holders are diligent.,Die Sklavenhalterinnen sind fleißig.,1
The slave holders are diligent.,Die Sklaverei Ausführenden sind fleißig.,0
The slave holders are diligent.,die Sklavenhälter*innen sind fleißig.,0
The slave holders are diligent.,die Sklavenhälter:innen sind fleißig.,0
The slave holders are intelligent.,Die Sklavenhalter sind intelligent.,1
The slave holders are intelligent.,Die Sklavenhalterinnen sind intelligent.,1
The slave holders are intelligent.,Die Sklaverei Ausführenden sind intelligent.,0
The slave holders are intelligent.,die Sklavenhälter*innen sind intelligent.,0
The slave holders are intelligent.,die Sklavenhälter:innen sind intelligent.,0
The slave holders are responsible.,Die Sklavenhalter sind verantwortlich.,1
The slave holders are responsible.,Die Sklavenhalterinnen sind verantwortlich.,1
The slave holders are responsible.,Die Sklaverei Ausführenden sind verantwortlich.,0
The slave holders are responsible.,die Sklavenhälter*innen sind verantwortlich.,0
The slave holders are responsible.,die Sklavenhälter:innen sind verantwortlich.,0
The team leader is diligent.,Der Teamleiter ist fleißig.,1
The team leader is diligent.,Die Teamleiterin ist fleißig.,1
The team leader is diligent.,die Teamleitung ist fleißig.,0
The team leader is diligent.,der*die Teamleiter*in ist fleißig.,0
The team leader is diligent.,der:die Teamleiter:in ist fleißig.,0
The team leader is intelligent.,Der Teamleiter ist intelligent.,1
The team leader is intelligent.,Die Teamleiterin ist intelligent.,1
The team leader is intelligent.,die Teamleitung ist intelligent.,0
The team leader is intelligent.,der*die Teamleiter*in ist intelligent.,0
The team leader is intelligent.,der:die Teamleiter:in ist intelligent.,0
The team leader is responsible.,Der Teamleiter ist verantwortlich.,1
The team leader is responsible.,Die Teamleiterin ist verantwortlich.,1
The team leader is responsible.,die Teamleitung ist verantwortlich.,0
The team leader is responsible.,der*die Teamleiter*in ist verantwortlich.,0
The team leader is responsible.,der:die Teamleiter:in ist verantwortlich.,0
The team leaders are diligent.,Die Teamleiter sind fleißig.,1
The team leaders are diligent.,Die Teamleiterinnen sind fleißig.,1
The team leaders are diligent.,Die Teamleitungen sind fleißig.,0
The team leaders are diligent.,die Teamleiter*innen sind fleißig.,0
The team leaders are diligent.,die Teamleiter:innen sind fleißig.,0
The team leaders are intelligent.,Die Teamleiter sind intelligent.,1
The team leaders are intelligent.,Die Teamleiterinnen sind intelligent.,1
The team leaders are intelligent.,Die Teamleitungen sind intelligent.,0
The team leaders are intelligent.,die Teamleiter*innen sind intelligent.,0
The team leaders are intelligent.,die Teamleiter:innen sind intelligent.,0
The team leaders are responsible.,Die Teamleiter sind verantwortlich.,1
The team leaders are responsible.,Die Teamleiterinnen sind verantwortlich.,1
The team leaders are responsible.,Die Teamleitungen sind verantwortlich.,0
The team leaders are responsible.,die Teamleiter*innen sind verantwortlich.,0
The team leaders are responsible.,die Teamleiter:innen sind verantwortlich.,0
The stonecutter is diligent.,Der Steinmetz ist fleißig.,1
The stonecutter is diligent.,Die Steinmetzin ist fleißig.,1
The stonecutter is diligent.,Stein bearbeitende Person ist fleißig.,0
The stonecutter is diligent.,der*die Steinmetzer*in ist fleißig.,0
The stonecutter is diligent.,der:die Steinmetzer:in ist fleißig.,0
The stonecutter is intelligent.,Der Steinmetz ist intelligent.,1
The stonecutter is intelligent.,Die Steinmetzin ist intelligent.,1
The stonecutter is intelligent.,Stein bearbeitende Person ist intelligent.,0
The stonecutter is intelligent.,der*die Steinmetzer*in ist intelligent.,0
The stonecutter is intelligent.,der:die Steinmetzer:in ist intelligent.,0
The stonecutter is responsible.,Der Steinmetz ist verantwortlich.,1
The stonecutter is responsible.,Die Steinmetzin ist verantwortlich.,1
The stonecutter is responsible.,Stein bearbeitende Person ist verantwortlich.,0
The stonecutter is responsible.,der*die Steinmetzer*in ist verantwortlich.,0
The stonecutter is responsible.,der:die Steinmetzer:in ist verantwortlich.,0
The stonecutters are diligent.,Die Steinmetze sind fleißig.,1
The stonecutters are diligent.,Die Steinmetzinnen sind fleißig.,1
The stonecutters are diligent.,Die Stein bearbeitenden Personen sind fleißig.,0
The stonecutters are diligent.,die Steinmetz*innen sind fleißig.,0
The stonecutters are diligent.,die Steinmetz:innen sind fleißig.,0
The stonecutters are intelligent.,Die Steinmetze sind intelligent.,1
The stonecutters are intelligent.,Die Steinmetzinnen sind intelligent.,1
The stonecutters are intelligent.,Die Stein bearbeitenden Personen sind intelligent.,0
The stonecutters are intelligent.,die Steinmetz*innen sind intelligent.,0
The stonecutters are intelligent.,die Steinmetz:innen sind intelligent.,0
The stonecutters are responsible.,Die Steinmetze sind verantwortlich.,1
The stonecutters are responsible.,Die Steinmetzinnen sind verantwortlich.,1
The stonecutters are responsible.,Die Stein bearbeitenden Personen sind verantwortlich.,0
The stonecutters are responsible.,die Steinmetz*innen sind verantwortlich.,0
The stonecutters are responsible.,die Steinmetz:innen sind verantwortlich.,0
The chairperson is diligent.,Der Obmann ist fleißig.,1
The chairperson is diligent.,Die Obfrau ist fleißig.,1
The chairperson is diligent.,der Obmensch ist fleißig.,0
The chairperson is diligent.,der*die Obmensch ist fleißig.,0
The chairperson is diligent.,der:die Obmensch ist fleißig.,0
The chairperson is intelligent.,Der Obmann ist intelligent.,1
The chairperson is intelligent.,Die Obfrau ist intelligent.,1
The chairperson is intelligent.,der Obmensch ist intelligent.,0
The chairperson is intelligent.,der*die Obmensch ist intelligent.,0
The chairperson is intelligent.,der:die Obmensch ist intelligent.,0
The chairperson is responsible.,Der Obmann ist verantwortlich.,1
The chairperson is responsible.,Die Obfrau ist verantwortlich.,1
The chairperson is responsible.,der Obmensch ist verantwortlich.,0
The chairperson is responsible.,der*die Obmensch ist verantwortlich.,0
The chairperson is responsible.,der:die Obmensch ist verantwortlich.,0
The chairpeople are diligent.,Die Obmänner sind fleißig.,1
The chairpeople are diligent.,Die Obfrauen sind fleißig.,1
The chairpeople are diligent.,Die Obmenschen sind fleißig.,0
The chairpeople are diligent.,die Obmenschen sind fleißig.,0
The chairpeople are intelligent.,Die Obmänner sind intelligent.,1
The chairpeople are intelligent.,Die Obfrauen sind intelligent.,1
The chairpeople are intelligent.,Die Obmenschen sind intelligent.,0
The chairpeople are intelligent.,die Obmenschen sind intelligent.,0
The chairpeople are responsible.,Die Obmänner sind verantwortlich.,1
The chairpeople are responsible.,Die Obfrauen sind verantwortlich.,1
The chairpeople are responsible.,Die Obmenschen sind verantwortlich.,0
The chairpeople are responsible.,die Obmenschen sind verantwortlich.,0
The party leader is diligent.,Der Parteichef ist fleißig.,1
The party leader is diligent.,Die Parteichefin ist fleißig.,1
The party leader is diligent.,der Parteivorsitz ist fleißig.,0
The party leader is diligent.,der*die Perteichef*in ist fleißig.,0
The party leader is diligent.,der:die Perteichef:in ist fleißig.,0
The party leader is intelligent.,Der Parteichef ist intelligent.,1
The party leader is intelligent.,Die Parteichefin ist intelligent.,1
The party leader is intelligent.,der Parteivorsitz ist intelligent.,0
The party leader is intelligent.,der*die Perteichef*in ist intelligent.,0
The party leader is intelligent.,der:die Perteichef:in ist intelligent.,0
The party leader is responsible.,Der Parteichef ist verantwortlich.,1
The party leader is responsible.,Die Parteichefin ist verantwortlich.,1
The party leader is responsible.,der Parteivorsitz ist verantwortlich.,0
The party leader is responsible.,der*die Perteichef*in ist verantwortlich.,0
The party leader is responsible.,der:die Perteichef:in ist verantwortlich.,0
The party leaders are diligent.,Die Parteichefs sind fleißig.,1
The party leaders are diligent.,Die Parteichefinnen sind fleißig.,1
The party leaders are diligent.,Die Parteivorsitze sind fleißig.,0
The party leaders are diligent.,die Perteichef*innen sind fleißig.,0
The party leaders are diligent.,die Perteichef:innen sind fleißig.,0
The party leaders are intelligent.,Die Parteichefs sind intelligent.,1
The party leaders are intelligent.,Die Parteichefinnen sind intelligent.,1
The party leaders are intelligent.,Die Parteivorsitze sind intelligent.,0
The party leaders are intelligent.,die Perteichef*innen sind intelligent.,0
The party leaders are intelligent.,die Perteichef:innen sind intelligent.,0
The party leaders are responsible.,Die Parteichefs sind verantwortlich.,1
The party leaders are responsible.,Die Parteichefinnen sind verantwortlich.,1
The party leaders are responsible.,Die Parteivorsitze sind verantwortlich.,0
The party leaders are responsible.,die Perteichef*innen sind verantwortlich.,0
The party leaders are responsible.,die Perteichef:innen sind verantwortlich.,0
The respondent is diligent.,Der Respondent ist fleißig.,1
The respondent is diligent.,Die Respondentin ist fleißig.,1
The respondent is diligent.,der*die Respondent*in ist fleißig.,0
The respondent is diligent.,der:die Respondent:in ist fleißig.,0
The respondent is intelligent.,Der Respondent ist intelligent.,1
The respondent is intelligent.,Die Respondentin ist intelligent.,1
The respondent is intelligent.,der*die Respondent*in ist intelligent.,0
The respondent is intelligent.,der:die Respondent:in ist intelligent.,0
The respondent is responsible.,Der Respondent ist verantwortlich.,1
The respondent is responsible.,Die Respondentin ist verantwortlich.,1
The respondent is responsible.,der*die Respondent*in ist verantwortlich.,0
The respondent is responsible.,der:die Respondent:in ist verantwortlich.,0
The respondents are diligent.,Die Respondenten sind fleißig.,1
The respondents are diligent.,Die Respondentinnen sind fleißig.,1
The respondents are diligent.,die Respondent*innen sind fleißig.,0
The respondents are diligent.,die Respondent:innen sind fleißig.,0
The respondents are intelligent.,Die Respondenten sind intelligent.,1
The respondents are intelligent.,Die Respondentinnen sind intelligent.,1
The respondents are intelligent.,die Respondent*innen sind intelligent.,0
The respondents are intelligent.,die Respondent:innen sind intelligent.,0
The respondents are responsible.,Die Respondenten sind verantwortlich.,1
The respondents are responsible.,Die Respondentinnen sind verantwortlich.,1
The respondents are responsible.,die Respondent*innen sind verantwortlich.,0
The respondents are responsible.,die Respondent:innen sind verantwortlich.,0
The newcomer is diligent.,Der Neueinsteiger ist fleißig.,1
The newcomer is diligent.,Die Neueinsteigerin ist fleißig.,1
The newcomer is diligent.,der Nachwuchs ist fleißig.,0
The newcomer is diligent.,der*die Neueinsteiger*in ist fleißig.,0
The newcomer is diligent.,der:die Neueinsteiger:in ist fleißig.,0
The newcomer is intelligent.,Der Neueinsteiger ist intelligent.,1
The newcomer is intelligent.,Die Neueinsteigerin ist intelligent.,1
The newcomer is intelligent.,der Nachwuchs ist intelligent.,0
The newcomer is intelligent.,der*die Neueinsteiger*in ist intelligent.,0
The newcomer is intelligent.,der:die Neueinsteiger:in ist intelligent.,0
The newcomer is responsible.,Der Neueinsteiger ist verantwortlich.,1
The newcomer is responsible.,Die Neueinsteigerin ist verantwortlich.,1
The newcomer is responsible.,der Nachwuchs ist verantwortlich.,0
The newcomer is responsible.,der*die Neueinsteiger*in ist verantwortlich.,0
The newcomer is responsible.,der:die Neueinsteiger:in ist verantwortlich.,0
The newcomers are diligent.,Die Neueinsteiger sind fleißig.,1
The newcomers are diligent.,Die Neueinsteigerinnen sind fleißig.,1
The newcomers are diligent.,Die Nachwüchse sind fleißig.,0
The newcomers are diligent.,die Neueinsteiger*innen sind fleißig.,0
The newcomers are diligent.,die Neueinsteiger:innen sind fleißig.,0
The newcomers are intelligent.,Die Neueinsteiger sind intelligent.,1
The newcomers are intelligent.,Die Neueinsteigerinnen sind intelligent.,1
The newcomers are intelligent.,Die Nachwüchse sind intelligent.,0
The newcomers are intelligent.,die Neueinsteiger*innen sind intelligent.,0
The newcomers are intelligent.,die Neueinsteiger:innen sind intelligent.,0
The newcomers are responsible.,Die Neueinsteiger sind verantwortlich.,1
The newcomers are responsible.,Die Neueinsteigerinnen sind verantwortlich.,1
The newcomers are responsible.,Die Nachwüchse sind verantwortlich.,0
The newcomers are responsible.,die Neueinsteiger*innen sind verantwortlich.,0
The newcomers are responsible.,die Neueinsteiger:innen sind verantwortlich.,0
The employee representative is diligent.,Der Arbeitnehmervertreter ist fleißig.,1
The employee representative is diligent.,Die Arbeitnehmervertreterin ist fleißig.,1
The employee representative is diligent.,die Arbeitnehmendenvertretung ist fleißig.,0
The employee representative is diligent.,der*die Arbeitnehmervertreter*in ist fleißig.,0
The employee representative is diligent.,der:die Arbeitnehmervertreter:in ist fleißig.,0
The employee representative is intelligent.,Der Arbeitnehmervertreter ist intelligent.,1
The employee representative is intelligent.,Die Arbeitnehmervertreterin ist intelligent.,1
The employee representative is intelligent.,die Arbeitnehmendenvertretung ist intelligent.,0
The employee representative is intelligent.,der*die Arbeitnehmervertreter*in ist intelligent.,0
The employee representative is intelligent.,der:die Arbeitnehmervertreter:in ist intelligent.,0
The employee representative is responsible.,Der Arbeitnehmervertreter ist verantwortlich.,1
The employee representative is responsible.,Die Arbeitnehmervertreterin ist verantwortlich.,1
The employee representative is responsible.,die Arbeitnehmendenvertretung ist verantwortlich.,0
The employee representative is responsible.,der*die Arbeitnehmervertreter*in ist verantwortlich.,0
The employee representative is responsible.,der:die Arbeitnehmervertreter:in ist verantwortlich.,0
The employee representatives are diligent.,Die Arbeitnehmervertreter sind fleißig.,1
The employee representatives are diligent.,Die Arbeitnehmervertreterinnen sind fleißig.,1
The employee representatives are diligent.,Die Arbeitnehmendenvertretungen sind fleißig.,0
The employee representatives are diligent.,die Arbeitnehmervertreter*innen sind fleißig.,0
The employee representatives are diligent.,die Arbeitnehmervertreter:innen sind fleißig.,0
The employee representatives are intelligent.,Die Arbeitnehmervertreter sind intelligent.,1
The employee representatives are intelligent.,Die Arbeitnehmervertreterinnen sind intelligent.,1
The employee representatives are intelligent.,Die Arbeitnehmendenvertretungen sind intelligent.,0
The employee representatives are intelligent.,die Arbeitnehmervertreter*innen sind intelligent.,0
The employee representatives are intelligent.,die Arbeitnehmervertreter:innen sind intelligent.,0
The employee representatives are responsible.,Die Arbeitnehmervertreter sind verantwortlich.,1
The employee representatives are responsible.,Die Arbeitnehmervertreterinnen sind verantwortlich.,1
The employee representatives are responsible.,Die Arbeitnehmendenvertretungen sind verantwortlich.,0
The employee representatives are responsible.,die Arbeitnehmervertreter*innen sind verantwortlich.,0
The employee representatives are responsible.,die Arbeitnehmervertreter:innen sind verantwortlich.,0
The civil servant is diligent.,Der Beamte ist fleißig.,1
The civil servant is diligent.,Die Beamtin ist fleißig.,1
The civil servant is diligent.,die bedienstete Person ist fleißig.,0
The civil servant is diligent.,der*die Beamte ist fleißig.,0
The civil servant is diligent.,der:die Beamte ist fleißig.,0
The civil servant is intelligent.,Der Beamte ist intelligent.,1
The civil servant is intelligent.,Die Beamtin ist intelligent.,1
The civil servant is intelligent.,die bedienstete Person ist intelligent.,0
The civil servant is intelligent.,der*die Beamte ist intelligent.,0
The civil servant is intelligent.,der:die Beamte ist intelligent.,0
The civil servant is responsible.,Der Beamte ist verantwortlich.,1
The civil servant is responsible.,Die Beamtin ist verantwortlich.,1
The civil servant is responsible.,die bedienstete Person ist verantwortlich.,0
The civil servant is responsible.,der*die Beamte ist verantwortlich.,0
The civil servant is responsible.,der:die Beamte ist verantwortlich.,0
The civil servants are diligent.,Die Beamten sind fleißig.,1
The civil servants are diligent.,Die Beamtinnen sind fleißig.,1
The civil servants are diligent.,Die Bediensteten sind fleißig.,0
The civil servants are diligent.,die Beamt*innen sind fleißig.,0
The civil servants are diligent.,die Beamt:innen sind fleißig.,0
The civil servants are intelligent.,Die Beamten sind intelligent.,1
The civil servants are intelligent.,Die Beamtinnen sind intelligent.,1
The civil servants are intelligent.,Die Bediensteten sind intelligent.,0
The civil servants are intelligent.,die Beamt*innen sind intelligent.,0
The civil servants are intelligent.,die Beamt:innen sind intelligent.,0
The civil servants are responsible.,Die Beamten sind verantwortlich.,1
The civil servants are responsible.,Die Beamtinnen sind verantwortlich.,1
The civil servants are responsible.,Die Bediensteten sind verantwortlich.,0
The civil servants are responsible.,die Beamt*innen sind verantwortlich.,0
The civil servants are responsible.,die Beamt:innen sind verantwortlich.,0
The sportsperson is diligent.,Der Sportfreund ist fleißig.,1
The sportsperson is diligent.,Die Sportfreundin ist fleißig.,1
The sportsperson is diligent.,das Mitglieder des Vereins ist fleißig.,0
The sportsperson is diligent.,der*die Sportfreund*in ist fleißig.,0
The sportsperson is diligent.,der:die Sportfreund:in ist fleißig.,0
The sportsperson is intelligent.,Der Sportfreund ist intelligent.,1
The sportsperson is intelligent.,Die Sportfreundin ist intelligent.,1
The sportsperson is intelligent.,das Mitglieder des Vereins ist intelligent.,0
The sportsperson is intelligent.,der*die Sportfreund*in ist intelligent.,0
The sportsperson is intelligent.,der:die Sportfreund:in ist intelligent.,0
The sportsperson is responsible.,Der Sportfreund ist verantwortlich.,1
The sportsperson is responsible.,Die Sportfreundin ist verantwortlich.,1
The sportsperson is responsible.,das Mitglieder des Vereins ist verantwortlich.,0
The sportsperson is responsible.,der*die Sportfreund*in ist verantwortlich.,0
The sportsperson is responsible.,der:die Sportfreund:in ist verantwortlich.,0
The sportspeople are diligent.,Die Sportfreunde sind fleißig.,1
The sportspeople are diligent.,Die Sportfreundinnen sind fleißig.,1
The sportspeople are diligent.,Die Mitglieder des Vereins sind fleißig.,0
The sportspeople are diligent.,die Sportfreund*innen sind fleißig.,0
The sportspeople are diligent.,die Sportfreund:innen sind fleißig.,0
The sportspeople are intelligent.,Die Sportfreunde sind intelligent.,1
The sportspeople are intelligent.,Die Sportfreundinnen sind intelligent.,1
The sportspeople are intelligent.,Die Mitglieder des Vereins sind intelligent.,0
The sportspeople are intelligent.,die Sportfreund*innen sind intelligent.,0
The sportspeople are intelligent.,die Sportfreund:innen sind intelligent.,0
The sportspeople are responsible.,Die Sportfreunde sind verantwortlich.,1
The sportspeople are responsible.,Die Sportfreundinnen sind verantwortlich.,1
The sportspeople are responsible.,Die Mitglieder des Vereins sind verantwortlich.,0
The sportspeople are responsible.,die Sportfreund*innen sind verantwortlich.,0
The sportspeople are responsible.,die Sportfreund:innen sind verantwortlich.,0
The worker is diligent.,Der Arbeiter ist fleißig.,1
The worker is diligent.,Die Arbeiterin ist fleißig.,1
The worker is diligent.,die Arbeitskraft ist fleißig.,0
The worker is diligent.,der*die Arbeiter*in ist fleißig.,0
The worker is diligent.,der:die Arbeiter:in ist fleißig.,0
The worker is intelligent.,Der Arbeiter ist intelligent.,1
The worker is intelligent.,Die Arbeiterin ist intelligent.,1
The worker is intelligent.,die Arbeitskraft ist intelligent.,0
The worker is intelligent.,der*die Arbeiter*in ist intelligent.,0
The worker is intelligent.,der:die Arbeiter:in ist intelligent.,0
The worker is responsible.,Der Arbeiter ist verantwortlich.,1
The worker is responsible.,Die Arbeiterin ist verantwortlich.,1
The worker is responsible.,die Arbeitskraft ist verantwortlich.,0
The worker is responsible.,der*die Arbeiter*in ist verantwortlich.,0
The worker is responsible.,der:die Arbeiter:in ist verantwortlich.,0
The workers are diligent.,Die Arbeiter sind fleißig.,1
The workers are diligent.,Die Arbeiterinnen sind fleißig.,1
The workers are diligent.,Die Arbeitskräfte sind fleißig.,0
The workers are diligent.,die Arbeiter*innen sind fleißig.,0
The workers are diligent.,die Arbeiter:innen sind fleißig.,0
The workers are intelligent.,Die Arbeiter sind intelligent.,1
The workers are intelligent.,Die Arbeiterinnen sind intelligent.,1
The workers are intelligent.,Die Arbeitskräfte sind intelligent.,0
The workers are intelligent.,die Arbeiter*innen sind intelligent.,0
The workers are intelligent.,die Arbeiter:innen sind intelligent.,0
The workers are responsible.,Die Arbeiter sind verantwortlich.,1
The workers are responsible.,Die Arbeiterinnen sind verantwortlich.,1
The workers are responsible.,Die Arbeitskräfte sind verantwortlich.,0
The workers are responsible.,die Arbeiter*innen sind verantwortlich.,0
The workers are responsible.,die Arbeiter:innen sind verantwortlich.,0
The sailor is diligent.,Der Segler ist fleißig.,1
The sailor is diligent.,Die Seglerin ist fleißig.,1
The sailor is diligent.,die segelnde Person ist fleißig.,0
The sailor is diligent.,der*die Segler*in ist fleißig.,0
The sailor is diligent.,der:die Segler:in ist fleißig.,0
The sailor is intelligent.,Der Segler ist intelligent.,1
The sailor is intelligent.,Die Seglerin ist intelligent.,1
The sailor is intelligent.,die segelnde Person ist intelligent.,0
The sailor is intelligent.,der*die Segler*in ist intelligent.,0
The sailor is intelligent.,der:die Segler:in ist intelligent.,0
The sailor is responsible.,Der Segler ist verantwortlich.,1
The sailor is responsible.,Die Seglerin ist verantwortlich.,1
The sailor is responsible.,die segelnde Person ist verantwortlich.,0
The sailor is responsible.,der*die Segler*in ist verantwortlich.,0
The sailor is responsible.,der:die Segler:in ist verantwortlich.,0
The sailors are diligent.,Die Segler sind fleißig.,1
The sailors are diligent.,Die Seglerinnen sind fleißig.,1
The sailors are diligent.,Die segelndeen Personen sind fleißig.,0
The sailors are diligent.,die Segler*innen sind fleißig.,0
The sailors are diligent.,die Segler:innen sind fleißig.,0
The sailors are intelligent.,Die Segler sind intelligent.,1
The sailors are intelligent.,Die Seglerinnen sind intelligent.,1
The sailors are intelligent.,Die segelndeen Personen sind intelligent.,0
The sailors are intelligent.,die Segler*innen sind intelligent.,0
The sailors are intelligent.,die Segler:innen sind intelligent.,0
The sailors are responsible.,Die Segler sind verantwortlich.,1
The sailors are responsible.,Die Seglerinnen sind verantwortlich.,1
The sailors are responsible.,Die segelndeen Personen sind verantwortlich.,0
The sailors are responsible.,die Segler*innen sind verantwortlich.,0
The sailors are responsible.,die Segler:innen sind verantwortlich.,0
The client is diligent.,Der Klient ist fleißig.,1
The client is diligent.,Die Klientin ist fleißig.,1
The client is diligent.,die ratsuchende Person ist fleißig.,0
The client is diligent.,der*die Klient*in ist fleißig.,0
The client is diligent.,der:die Klient:in ist fleißig.,0
The client is intelligent.,Der Klient ist intelligent.,1
The client is intelligent.,Die Klientin ist intelligent.,1
The client is intelligent.,die ratsuchende Person ist intelligent.,0
The client is intelligent.,der*die Klient*in ist intelligent.,0
The client is intelligent.,der:die Klient:in ist intelligent.,0
The client is responsible.,Der Klient ist verantwortlich.,1
The client is responsible.,Die Klientin ist verantwortlich.,1
The client is responsible.,die ratsuchende Person ist verantwortlich.,0
The client is responsible.,der*die Klient*in ist verantwortlich.,0
The client is responsible.,der:die Klient:in ist verantwortlich.,0
The clients are diligent.,Die Klienten sind fleißig.,1
The clients are diligent.,Die Klientinnen sind fleißig.,1
The clients are diligent.,Die ratsuchenden Personen sind fleißig.,0
The clients are diligent.,die Klient*innen sind fleißig.,0
The clients are diligent.,die Klient:innen sind fleißig.,0
The clients are intelligent.,Die Klienten sind intelligent.,1
The clients are intelligent.,Die Klientinnen sind intelligent.,1
The clients are intelligent.,Die ratsuchenden Personen sind intelligent.,0
The clients are intelligent.,die Klient*innen sind intelligent.,0
The clients are intelligent.,die Klient:innen sind intelligent.,0
The clients are responsible.,Die Klienten sind verantwortlich.,1
The clients are responsible.,Die Klientinnen sind verantwortlich.,1
The clients are responsible.,Die ratsuchenden Personen sind verantwortlich.,0
The clients are responsible.,die Klient*innen sind verantwortlich.,0
The clients are responsible.,die Klient:innen sind verantwortlich.,0
The freelancer is diligent.,Der Freiberufler ist fleißig.,1
The freelancer is diligent.,Die Freiberuflerin ist fleißig.,1
The freelancer is diligent.,die freiberuflich arbeitende Person ist fleißig.,0
The freelancer is diligent.,der*die Freiberufler*in ist fleißig.,0
The freelancer is diligent.,der:die Freiberufler:in ist fleißig.,0
The freelancer is intelligent.,Der Freiberufler ist intelligent.,1
The freelancer is intelligent.,Die Freiberuflerin ist intelligent.,1
The freelancer is intelligent.,die freiberuflich arbeitende Person ist intelligent.,0
The freelancer is intelligent.,der*die Freiberufler*in ist intelligent.,0
The freelancer is intelligent.,der:die Freiberufler:in ist intelligent.,0
The freelancer is responsible.,Der Freiberufler ist verantwortlich.,1
The freelancer is responsible.,Die Freiberuflerin ist verantwortlich.,1
The freelancer is responsible.,die freiberuflich arbeitende Person ist verantwortlich.,0
The freelancer is responsible.,der*die Freiberufler*in ist verantwortlich.,0
The freelancer is responsible.,der:die Freiberufler:in ist verantwortlich.,0
The freelancers are diligent.,Die Freiberufler sind fleißig.,1
The freelancers are diligent.,Die Freiberuflerinnen sind fleißig.,1
The freelancers are diligent.,Die freiberuflich arbeitenden Personen sind fleißig.,0
The freelancers are diligent.,die Freiberufler*innen sind fleißig.,0
The freelancers are diligent.,die Freiberufler:innen sind fleißig.,0
The freelancers are intelligent.,Die Freiberufler sind intelligent.,1
The freelancers are intelligent.,Die Freiberuflerinnen sind intelligent.,1
The freelancers are intelligent.,Die freiberuflich arbeitenden Personen sind intelligent.,0
The freelancers are intelligent.,die Freiberufler*innen sind intelligent.,0
The freelancers are intelligent.,die Freiberufler:innen sind intelligent.,0
The freelancers are responsible.,Die Freiberufler sind verantwortlich.,1
The freelancers are responsible.,Die Freiberuflerinnen sind verantwortlich.,1
The freelancers are responsible.,Die freiberuflich arbeitenden Personen sind verantwortlich.,0
The freelancers are responsible.,die Freiberufler*innen sind verantwortlich.,0
The freelancers are responsible.,die Freiberufler:innen sind verantwortlich.,0
The hairdresser is diligent.,Der Friseur ist fleißig.,1
The hairdresser is diligent.,Die Friseurin ist fleißig.,1
The hairdresser is diligent.,die frisierende Person ist fleißig.,0
The hairdresser is diligent.,der*die Friseur*in ist fleißig.,0
The hairdresser is diligent.,der:die Friseur:in ist fleißig.,0
The hairdresser is intelligent.,Der Friseur ist intelligent.,1
The hairdresser is intelligent.,Die Friseurin ist intelligent.,1
The hairdresser is intelligent.,die frisierende Person ist intelligent.,0
The hairdresser is intelligent.,der*die Friseur*in ist intelligent.,0
The hairdresser is intelligent.,der:die Friseur:in ist intelligent.,0
The hairdresser is responsible.,Der Friseur ist verantwortlich.,1
The hairdresser is responsible.,Die Friseurin ist verantwortlich.,1
The hairdresser is responsible.,die frisierende Person ist verantwortlich.,0
The hairdresser is responsible.,der*die Friseur*in ist verantwortlich.,0
The hairdresser is responsible.,der:die Friseur:in ist verantwortlich.,0
The hairdressers are diligent.,Die Friseur sind fleißig.,1
The hairdressers are diligent.,Die Friseurinnen sind fleißig.,1
The hairdressers are diligent.,Die frisierenden Personen sind fleißig.,0
The hairdressers are diligent.,die Friseur*innen sind fleißig.,0
The hairdressers are diligent.,die Friseur:innen sind fleißig.,0
The hairdressers are intelligent.,Die Friseur sind intelligent.,1
The hairdressers are intelligent.,Die Friseurinnen sind intelligent.,1
The hairdressers are intelligent.,Die frisierenden Personen sind intelligent.,0
The hairdressers are intelligent.,die Friseur*innen sind intelligent.,0
The hairdressers are intelligent.,die Friseur:innen sind intelligent.,0
The hairdressers are responsible.,Die Friseur sind verantwortlich.,1
The hairdressers are responsible.,Die Friseurinnen sind verantwortlich.,1
The hairdressers are responsible.,Die frisierenden Personen sind verantwortlich.,0
The hairdressers are responsible.,die Friseur*innen sind verantwortlich.,0
The hairdressers are responsible.,die Friseur:innen sind verantwortlich.,0
The camera operator is diligent.,Der Kameramann ist fleißig.,1
The camera operator is diligent.,Die Kamerafrau ist fleißig.,1
The camera operator is diligent.,die Kamera ist fleißig.,0
